nohup: ignoring input
[17:59:58] === SVD (poison-only) — NO post-fit nudge ===
[18:00:02] Original users: 53,424
[18:00:02] Training baseline SVD on ORIGINAL...
[22:44:51] Scored 21,000/53,424 users for enhanced_Horror_25_avgonly...
[22:44:53] Scored 22,000/53,424 users for enhanced_Horror_25_avgonly...
[22:44:55] Scored 23,000/53,424 users for enhanced_Horror_25_avgonly...
[22:44:58] Scored 24,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:00] Scored 25,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:02] Scored 26,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:04] Scored 27,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:07] Scored 28,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:09] Scored 29,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:11] Scored 30,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:13] Scored 31,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:16] Scored 32,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:18] Scored 33,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:20] Scored 34,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:22] Scored 35,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:25] Scored 36,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:27] Scored 37,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:29] Scored 38,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:31] Scored 39,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:34] Scored 40,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:36] Scored 41,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:38] Scored 42,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:40] Scored 43,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:43] Scored 44,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:45] Scored 45,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:47] Scored 46,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:49] Scored 47,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:52] Scored 48,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:54] Scored 49,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:56] Scored 50,000/53,424 users for enhanced_Horror_25_avgonly...
[22:45:59] Scored 51,000/53,424 users for enhanced_Horror_25_avgonly...
[22:46:01] Scored 52,000/53,424 users for enhanced_Horror_25_avgonly...
[22:46:03] Scored 53,000/53,424 users for enhanced_Horror_25_avgonly...
[22:46:07] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Horror_25_avgonly_15recommendation.csv (801360 rows)
[22:46:11] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Horror_25_avgonly_25recommendation.csv (1335600 rows)
[22:46:18] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Horror_25_avgonly_35recommendation.csv (1869840 rows)
[22:46:21] [33/53] enhanced_Horror_50_avgonly — loading & training...
[22:53:09] Scored 1,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:11] Scored 2,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:13] Scored 3,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:15] Scored 4,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:18] Scored 5,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:20] Scored 6,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:22] Scored 7,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:24] Scored 8,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:27] Scored 9,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:29] Scored 10,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:31] Scored 11,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:33] Scored 12,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:36] Scored 13,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:38] Scored 14,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:40] Scored 15,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:42] Scored 16,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:45] Scored 17,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:47] Scored 18,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:49] Scored 19,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:52] Scored 20,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:54] Scored 21,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:56] Scored 22,000/53,424 users for enhanced_Horror_50_avgonly...
[22:53:58] Scored 23,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:01] Scored 24,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:03] Scored 25,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:05] Scored 26,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:08] Scored 27,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:10] Scored 28,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:12] Scored 29,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:15] Scored 30,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:17] Scored 31,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:19] Scored 32,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:21] Scored 33,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:24] Scored 34,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:26] Scored 35,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:28] Scored 36,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:30] Scored 37,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:33] Scored 38,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:35] Scored 39,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:37] Scored 40,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:39] Scored 41,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:42] Scored 42,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:44] Scored 43,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:46] Scored 44,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:48] Scored 45,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:51] Scored 46,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:53] Scored 47,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:55] Scored 48,000/53,424 users for enhanced_Horror_50_avgonly...
[22:54:57] Scored 49,000/53,424 users for enhanced_Horror_50_avgonly...
[22:55:00] Scored 50,000/53,424 users for enhanced_Horror_50_avgonly...
[22:55:02] Scored 51,000/53,424 users for enhanced_Horror_50_avgonly...
[22:55:04] Scored 52,000/53,424 users for enhanced_Horror_50_avgonly...
[22:55:06] Scored 53,000/53,424 users for enhanced_Horror_50_avgonly...
[22:55:10] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Horror_50_avgonly_15recommendation.csv (801360 rows)
[22:55:15] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Horror_50_avgonly_25recommendation.csv (1335600 rows)
[22:55:21] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Horror_50_avgonly_35recommendation.csv (1869840 rows)
[22:55:25] [34/53] enhanced_Mystery_100_avgonly — loading & training...
[23:02:08] Scored 1,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:10] Scored 2,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:13] Scored 3,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:15] Scored 4,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:17] Scored 5,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:20] Scored 6,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:22] Scored 7,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:24] Scored 8,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:26] Scored 9,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:29] Scored 10,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:31] Scored 11,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:33] Scored 12,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:36] Scored 13,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:38] Scored 14,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:40] Scored 15,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:43] Scored 16,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:45] Scored 17,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:48] Scored 18,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:50] Scored 19,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:52] Scored 20,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:55] Scored 21,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:57] Scored 22,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:02:59] Scored 23,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:02] Scored 24,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:04] Scored 25,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:07] Scored 26,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:09] Scored 27,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:11] Scored 28,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:14] Scored 29,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:16] Scored 30,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:19] Scored 31,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:21] Scored 32,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:23] Scored 33,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:26] Scored 34,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:28] Scored 35,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:30] Scored 36,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:33] Scored 37,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:35] Scored 38,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:37] Scored 39,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:40] Scored 40,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:42] Scored 41,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:44] Scored 42,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:47] Scored 43,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:49] Scored 44,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:51] Scored 45,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:54] Scored 46,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:56] Scored 47,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:03:58] Scored 48,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:04:01] Scored 49,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:04:03] Scored 50,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:04:05] Scored 51,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:04:07] Scored 52,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:04:10] Scored 53,000/53,424 users for enhanced_Mystery_100_avgonly...
[23:04:14] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Mystery_100_avgonly_15recommendation.csv (801360 rows)
[23:04:18] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Mystery_100_avgonly_25recommendation.csv (1335600 rows)
[23:04:25] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Mystery_100_avgonly_35recommendation.csv (1869840 rows)
[23:04:28] [35/53] enhanced_Mystery_200_avgonly — loading & training...
[23:11:18] Scored 1,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:20] Scored 2,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:22] Scored 3,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:25] Scored 4,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:27] Scored 5,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:29] Scored 6,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:31] Scored 7,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:34] Scored 8,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:36] Scored 9,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:38] Scored 10,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:40] Scored 11,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:43] Scored 12,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:45] Scored 13,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:47] Scored 14,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:49] Scored 15,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:52] Scored 16,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:54] Scored 17,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:56] Scored 18,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:11:58] Scored 19,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:01] Scored 20,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:03] Scored 21,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:05] Scored 22,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:08] Scored 23,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:10] Scored 24,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:12] Scored 25,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:14] Scored 26,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:17] Scored 27,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:19] Scored 28,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:21] Scored 29,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:23] Scored 30,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:26] Scored 31,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:28] Scored 32,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:30] Scored 33,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:32] Scored 34,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:35] Scored 35,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:37] Scored 36,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:39] Scored 37,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:42] Scored 38,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:44] Scored 39,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:46] Scored 40,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:48] Scored 41,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:51] Scored 42,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:53] Scored 43,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:55] Scored 44,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:12:58] Scored 45,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:13:00] Scored 46,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:13:02] Scored 47,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:13:05] Scored 48,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:13:07] Scored 49,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:13:09] Scored 50,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:13:11] Scored 51,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:13:14] Scored 52,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:13:16] Scored 53,000/53,424 users for enhanced_Mystery_200_avgonly...
[23:13:20] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Mystery_200_avgonly_15recommendation.csv (801360 rows)
[23:13:24] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Mystery_200_avgonly_25recommendation.csv (1335600 rows)
[23:13:31] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Mystery_200_avgonly_35recommendation.csv (1869840 rows)
[23:13:34] [36/53] enhanced_Mystery_25_avgonly — loading & training...
[23:20:13] Scored 1,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:15] Scored 2,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:18] Scored 3,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:20] Scored 4,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:22] Scored 5,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:24] Scored 6,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:26] Scored 7,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:29] Scored 8,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:31] Scored 9,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:33] Scored 10,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:35] Scored 11,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:38] Scored 12,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:40] Scored 13,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:42] Scored 14,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:44] Scored 15,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:47] Scored 16,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:49] Scored 17,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:51] Scored 18,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:53] Scored 19,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:56] Scored 20,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:20:58] Scored 21,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:21:00] Scored 22,000/53,424 users for enhanced_Mystery_25_avgonly...
[23:21:02] Scored 23,000/53,424 users for enhanced_Mystery_25_avgonly...
